Age_Group,Gender,Occupation,City_Tier,Income,Monthly_Spending,Monthly_Savings,Budget_Following,Spending_Category,Tracking_Frequency,Food_Order_Frequency,Impulse_Purchase,Subscriptions,Spending_Trigger,Post_Spending_Feeling,Purchase_Decision,Discount_Influence,Financial_Goal,Financial_Awareness,Discipline_Score,App_Usage,App_Drop_Reason,Preferred_Feature,Spending_Combination,Lifestyle,App_Interest
18-24,Female,Professional,Tier2,20000-50000,27333,3810,No,Travel,Occasionally,Weekly,Never,5,Social,Guilty,Compare,Moderate,Debt,Yes,1,No,Not useful,Expense tracking,Shopping+Travel,Luxury,Maybe
18-24,Male,Student,Tier2,100000+,96132,19658,No,Shopping,Daily,Weekly,Very often,0,Emotional,Dont notice,Plan,Moderate,Investing,No,4,No,Time-consuming,Expense tracking,Food+Shopping,Balanced,Maybe
18-24,Female,Student,Tier1,50000-100000,48090,13889,No,Travel,Daily,Rarely,Rarely,2,Social,Guilty,Compare,Moderate,Investing,Yes,3,No,Too manual,Expense tracking,Subscriptions+Entertainment,Luxury,Yes
18-24,Male,Student,Tier3,100000+,93318,39748,Yes,Entertainment,Weekly,Rarely,Sometimes,4,Social,Guilty,Plan,Moderate,Saving,Yes,1,No,Time-consuming,Saving suggestions,Food+Shopping,Luxury,Yes
25-34,Female,Homemaker,Tier1,50000-100000,62129,15165,No,Shopping,Daily,Weekly,Rarely,3,Social,Guilty,Instant,Strongly,Saving,Yes,1,No,Too manual,Expense tracking,Shopping+Travel,Minimalist,Maybe
45+,Female,Homemaker,Tier1,50000-100000,50053,9398,Yes,Bills,Never,Weekly,Never,4,Need-based,Guilty,Plan,Moderate,Investing,Sometimes,3,No,Not useful,Budget alerts,Food+Entertainment,Balanced,Maybe
35-44,Female,Professional,Tier1,50000-100000,62771,12863,Yes,Food,Occasionally,Daily,Never,1,Need-based,Neutral,Instant,Moderate,Managing expenses,Sometimes,4,Yes,Time-consuming,Spending prediction,Shopping+Travel,Minimalist,No
35-44,Female,Student,Tier3,20000-50000,52690,8324,Yes,Travel,Occasionally,Weekly,Rarely,4,Need-based,Guilty,Plan,Moderate,Saving,Yes,5,Yes,Too manual,Spending prediction,Food+Shopping,Minimalist,Maybe
25-34,Female,Self-employed,Tier2,Below 20000,14800,1649,Yes,Food,Weekly,Daily,Very often,0,Need-based,Dont notice,Plan,Moderate,Debt,No,3,Yes,None,Budget alerts,Food+Entertainment,Luxury,Yes
45+,Female,Professional,Tier2,20000-50000,36616,8366,Yes,Shopping,Weekly,Rarely,Very often,0,Discounts,Neutral,Instant,Strongly,Debt,Sometimes,1,No,Time-consuming,Saving suggestions,Food+Entertainment,Luxury,Maybe
25-34,Female,Homemaker,Tier2,50000-100000,44582,6299,Yes,Entertainment,Occasionally,Rarely,Rarely,0,Emotional,Neutral,Plan,Not at all,Managing expenses,Yes,1,Yes,Too manual,Expense tracking,Shopping+Travel,Minimalist,No
25-34,Male,Self-employed,Tier1,Below 20000,17927,79,Yes,Entertainment,Never,3-4/week,Rarely,3,Discounts,Neutral,Plan,Not at all,Saving,Sometimes,5,No,Not useful,Spending prediction,Shopping+Travel,Minimalist,Maybe
45+,Male,Professional,Tier3,50000-100000,50556,9602,No,Entertainment,Never,Rarely,Never,0,Emotional,Neutral,Plan,Moderate,Investing,Yes,3,No,Time-consuming,Expense tracking,Food+Shopping,Balanced,No
25-34,Female,Student,Tier1,20000-50000,28525,9592,Yes,Shopping,Daily,Daily,Very often,0,Discounts,Guilty,Compare,Not at all,Saving,Yes,1,No,None,Spending prediction,Shopping+Travel,Balanced,Yes
35-44,Female,Homemaker,Tier1,20000-50000,36343,4418,Yes,Shopping,Never,Rarely,Very often,4,Social,Neutral,Compare,Strongly,Saving,No,5,No,Too manual,Spending prediction,Food+Shopping,Minimalist,Yes
25-34,Female,Homemaker,Tier3,50000-100000,31788,10337,No,Food,Never,Rarely,Rarely,3,Social,Dont notice,Compare,Not at all,Investing,Sometimes,1,No,Not useful,Saving suggestions,Food+Entertainment,Luxury,Maybe
25-34,Male,Professional,Tier1,100000+,89656,25450,No,Shopping,Occasionally,3-4/week,Never,3,Need-based,Neutral,Compare,Not at all,Saving,No,1,No,Not useful,Spending prediction,Food+Shopping,Balanced,Maybe
18-24,Female,Professional,Tier2,100000+,119285,29532,No,Travel,Occasionally,3-4/week,Rarely,3,Discounts,Guilty,Plan,Strongly,Investing,Sometimes,1,No,Time-consuming,Saving suggestions,Food+Entertainment,Minimalist,No
35-44,Female,Homemaker,Tier1,50000-100000,46684,17955,No,Entertainment,Daily,Weekly,Very often,4,Discounts,Neutral,Compare,Not at all,Debt,Sometimes,2,Yes,Time-consuming,Expense tracking,Food+Entertainment,Minimalist,Yes
25-34,Male,Homemaker,Tier3,20000-50000,25322,8455,Yes,Travel,Occasionally,3-4/week,Very often,5,Need-based,Guilty,Plan,Not at all,Managing expenses,No,4,Yes,Not useful,Saving suggestions,Food+Shopping,Balanced,No
45+,Female,Professional,Tier3,100000+,118792,30781,No,Bills,Daily,Weekly,Rarely,4,Social,Guilty,Compare,Strongly,Debt,Sometimes,1,Yes,Time-consuming,Expense tracking,Subscriptions+Entertainment,Balanced,Yes
25-34,Female,Self-employed,Tier2,20000-50000,26688,3348,Yes,Bills,Daily,3-4/week,Never,4,Emotional,Guilty,Instant,Moderate,Managing expenses,Yes,2,No,Too manual,Expense tracking,Food+Entertainment,Luxury,No
45+,Female,Self-employed,Tier1,Below 20000,10572,2581,Yes,Bills,Daily,3-4/week,Rarely,3,Discounts,Neutral,Plan,Not at all,Managing expenses,Yes,4,Yes,Time-consuming,Budget alerts,Subscriptions+Entertainment,Balanced,No
35-44,Female,Self-employed,Tier3,100000+,85229,33172,Yes,Shopping,Weekly,Daily,Rarely,5,Social,Neutral,Plan,Strongly,Investing,Sometimes,5,Yes,Not useful,Expense tracking,Food+Shopping,Minimalist,No
45+,Male,Self-employed,Tier2,20000-50000,70426,2910,No,Food,Weekly,Weekly,Rarely,0,Need-based,Dont notice,Compare,Not at all,Investing,No,3,No,Too manual,Saving suggestions,Shopping+Travel,Minimalist,No
25-34,Male,Self-employed,Tier1,20000-50000,20381,6899,No,Food,Never,3-4/week,Sometimes,3,Need-based,Neutral,Compare,Not at all,Debt,No,1,No,None,Saving suggestions,Shopping+Travel,Minimalist,Yes
35-44,Male,Self-employed,Tier2,20000-50000,20289,5207,No,Entertainment,Occasionally,3-4/week,Sometimes,4,Emotional,Guilty,Instant,Not at all,Saving,Yes,3,Yes,Too manual,Spending prediction,Food+Shopping,Luxury,Maybe
18-24,Female,Self-employed,Tier2,Below 20000,17336,2199,No,Entertainment,Occasionally,Daily,Never,1,Need-based,Guilty,Plan,Not at all,Debt,Yes,3,Yes,None,Budget alerts,Food+Shopping,Minimalist,No
35-44,Female,Student,Tier2,20000-50000,18475,7165,No,Travel,Weekly,Weekly,Never,5,Social,Dont notice,Plan,Not at all,Investing,Sometimes,1,No,None,Budget alerts,Shopping+Travel,Balanced,No
18-24,Male,Student,Tier2,100000+,53245,37496,No,Entertainment,Occasionally,3-4/week,Very often,1,Discounts,Dont notice,Instant,Moderate,Saving,No,3,No,None,Saving suggestions,Shopping+Travel,Luxury,Yes
25-34,Female,Homemaker,Tier2,20000-50000,17458,6199,No,Travel,Weekly,3-4/week,Very often,5,Discounts,Guilty,Plan,Moderate,Saving,No,1,No,Too manual,Saving suggestions,Subscriptions+Entertainment,Luxury,Maybe
35-44,Male,Homemaker,Tier2,20000-50000,38881,3301,No,Travel,Weekly,3-4/week,Very often,3,Discounts,Neutral,Plan,Strongly,Managing expenses,Yes,1,No,Not useful,Expense tracking,Subscriptions+Entertainment,Balanced,Yes
45+,Female,Homemaker,Tier2,20000-50000,32311,8033,Yes,Shopping,Never,3-4/week,Sometimes,3,Social,Dont notice,Compare,Not at all,Investing,Sometimes,5,Yes,None,Expense tracking,Food+Entertainment,Minimalist,Yes
45+,Female,Student,Tier3,Below 20000,11608,2714,Yes,Bills,Occasionally,Daily,Rarely,3,Discounts,Guilty,Compare,Strongly,Managing expenses,Sometimes,4,Yes,Too manual,Spending prediction,Food+Entertainment,Minimalist,Yes
35-44,Female,Self-employed,Tier1,50000-100000,50728,17201,Yes,Travel,Never,Rarely,Rarely,2,Discounts,Dont notice,Compare,Strongly,Investing,No,1,No,Too manual,Spending prediction,Shopping+Travel,Minimalist,Maybe
25-34,Female,Professional,Tier1,50000-100000,30939,13043,Yes,Shopping,Weekly,Weekly,Rarely,4,Discounts,Guilty,Compare,Not at all,Managing expenses,Sometimes,4,Yes,Time-consuming,Expense tracking,Shopping+Travel,Balanced,No
18-24,Female,Homemaker,Tier2,Below 20000,8555,2633,No,Travel,Never,Rarely,Very often,4,Social,Dont notice,Plan,Strongly,Saving,No,4,No,None,Spending prediction,Shopping+Travel,Balanced,No
18-24,Female,Student,Tier1,20000-50000,19731,3957,No,Shopping,Never,Weekly,Sometimes,5,Emotional,Dont notice,Compare,Moderate,Investing,Sometimes,2,Yes,None,Spending prediction,Food+Entertainment,Balanced,Maybe
25-34,Female,Homemaker,Tier2,Below 20000,15945,1378,Yes,Shopping,Weekly,Weekly,Sometimes,5,Emotional,Guilty,Instant,Not at all,Managing expenses,Sometimes,3,No,Not useful,Budget alerts,Shopping+Travel,Luxury,Maybe
18-24,Female,Self-employed,Tier2,20000-50000,35295,6906,Yes,Bills,Daily,Rarely,Sometimes,2,Social,Dont notice,Compare,Moderate,Debt,Sometimes,1,Yes,None,Saving suggestions,Food+Entertainment,Minimalist,Maybe
18-24,Female,Student,Tier3,100000+,104383,13579,No,Food,Weekly,3-4/week,Rarely,3,Discounts,Neutral,Compare,Not at all,Saving,Yes,1,Yes,None,Budget alerts,Shopping+Travel,Balanced,Maybe
25-34,Female,Student,Tier3,20000-50000,27732,5514,Yes,Shopping,Daily,Daily,Never,4,Discounts,Neutral,Compare,Moderate,Managing expenses,No,4,No,Too manual,Saving suggestions,Food+Entertainment,Luxury,Yes
18-24,Female,Student,Tier1,20000-50000,21953,8818,No,Food,Occasionally,Weekly,Never,5,Emotional,Guilty,Instant,Strongly,Debt,No,4,No,Too manual,Spending prediction,Food+Entertainment,Balanced,No
25-34,Male,Self-employed,Tier2,100000+,60156,22249,Yes,Food,Never,3-4/week,Never,2,Discounts,Dont notice,Compare,Moderate,Investing,Sometimes,4,Yes,Too manual,Spending prediction,Subscriptions+Entertainment,Luxury,Yes
35-44,Female,Student,Tier3,100000+,95732,32258,No,Entertainment,Weekly,3-4/week,Rarely,4,Discounts,Dont notice,Plan,Not at all,Investing,Yes,3,No,Time-consuming,Budget alerts,Food+Shopping,Minimalist,Maybe
35-44,Female,Professional,Tier2,50000-100000,58139,17086,Yes,Entertainment,Occasionally,3-4/week,Never,4,Discounts,Guilty,Compare,Strongly,Debt,Yes,3,No,Too manual,Spending prediction,Food+Shopping,Balanced,Maybe
35-44,Female,Professional,Tier3,50000-100000,50784,14913,No,Bills,Never,3-4/week,Rarely,2,Social,Guilty,Instant,Moderate,Saving,No,1,Yes,None,Saving suggestions,Subscriptions+Entertainment,Minimalist,Maybe
18-24,Female,Student,Tier3,100000+,96481,19257,Yes,Shopping,Never,Rarely,Rarely,3,Discounts,Guilty,Plan,Strongly,Saving,Yes,3,Yes,Not useful,Saving suggestions,Food+Shopping,Minimalist,No
18-24,Female,Student,Tier2,Below 20000,12090,1086,Yes,Bills,Daily,Daily,Very often,3,Emotional,Dont notice,Instant,Moderate,Investing,No,4,Yes,None,Spending prediction,Food+Shopping,Luxury,No
45+,Male,Professional,Tier1,50000-100000,55727,11120,No,Travel,Daily,Rarely,Never,3,Discounts,Dont notice,Instant,Not at all,Debt,Yes,1,No,Not useful,Saving suggestions,Shopping+Travel,Luxury,Yes
45+,Male,Homemaker,Tier2,100000+,117060,34353,Yes,Food,Occasionally,Weekly,Never,0,Emotional,Neutral,Compare,Moderate,Investing,Sometimes,2,No,Time-consuming,Saving suggestions,Shopping+Travel,Minimalist,Maybe
18-24,Male,Student,Tier3,50000-100000,61217,18285,No,Entertainment,Weekly,Weekly,Never,3,Social,Neutral,Plan,Moderate,Saving,Yes,2,No,None,Expense tracking,Food+Entertainment,Minimalist,Yes
25-34,Male,Professional,Tier3,Below 20000,9032,2261,No,Shopping,Occasionally,Rarely,Rarely,3,Need-based,Guilty,Plan,Strongly,Investing,Sometimes,3,No,Not useful,Expense tracking,Food+Shopping,Luxury,Maybe
18-24,Female,Professional,Tier2,Below 20000,9583,2761,No,Bills,Weekly,3-4/week,Never,4,Emotional,Guilty,Plan,Not at all,Investing,No,2,No,Not useful,Expense tracking,Subscriptions+Entertainment,Balanced,Yes
35-44,Female,Student,Tier3,Below 20000,11216,2863,Yes,Shopping,Daily,Rarely,Rarely,3,Need-based,Dont notice,Compare,Moderate,Saving,No,3,No,Time-consuming,Saving suggestions,Food+Shopping,Balanced,No
25-34,Female,Student,Tier3,100000+,89089,30999,No,Entertainment,Weekly,3-4/week,Sometimes,2,Need-based,Neutral,Instant,Strongly,Debt,No,4,Yes,None,Saving suggestions,Subscriptions+Entertainment,Balanced,No
25-34,Female,Student,Tier1,50000-100000,61027,19435,No,Travel,Occasionally,3-4/week,Sometimes,1,Need-based,Guilty,Instant,Not at all,Investing,Sometimes,2,Yes,Not useful,Spending prediction,Food+Entertainment,Balanced,Yes
35-44,Female,Professional,Tier2,50000-100000,56643,18988,Yes,Travel,Never,Daily,Never,1,Need-based,Neutral,Instant,Strongly,Saving,No,3,No,Time-consuming,Budget alerts,Shopping+Travel,Luxury,No
35-44,Male,Professional,Tier2,Below 20000,14170,175,Yes,Food,Never,Weekly,Sometimes,5,Emotional,Guilty,Plan,Moderate,Debt,Sometimes,3,Yes,None,Spending prediction,Subscriptions+Entertainment,Luxury,Yes
45+,Male,Professional,Tier1,50000-100000,32940,19784,No,Shopping,Occasionally,Daily,Rarely,3,Discounts,Neutral,Plan,Moderate,Debt,Sometimes,1,Yes,Too manual,Spending prediction,Food+Shopping,Minimalist,Yes
45+,Male,Professional,Tier1,20000-50000,24197,3104,Yes,Bills,Weekly,Weekly,Never,4,Need-based,Dont notice,Compare,Not at all,Debt,No,1,Yes,Too manual,Spending prediction,Food+Shopping,Luxury,Yes
35-44,Male,Professional,Tier2,Below 20000,12894,2030,Yes,Bills,Never,3-4/week,Very often,4,Emotional,Neutral,Instant,Moderate,Managing expenses,Yes,3,No,Too manual,Expense tracking,Subscriptions+Entertainment,Minimalist,Yes
35-44,Male,Professional,Tier3,Below 20000,11956,891,Yes,Food,Occasionally,Rarely,Rarely,2,Emotional,Guilty,Plan,Moderate,Managing expenses,Sometimes,1,Yes,Time-consuming,Expense tracking,Shopping+Travel,Minimalist,Yes
25-34,Male,Homemaker,Tier2,50000-100000,33457,5725,Yes,Bills,Occasionally,Weekly,Never,0,Social,Guilty,Instant,Moderate,Investing,Yes,4,Yes,Too manual,Budget alerts,Food+Shopping,Balanced,No
45+,Male,Self-employed,Tier1,20000-50000,15526,2223,No,Bills,Weekly,Weekly,Very often,0,Need-based,Dont notice,Plan,Not at all,Debt,Yes,4,No,Too manual,Spending prediction,Food+Shopping,Balanced,No
25-34,Male,Student,Tier1,20000-50000,32494,2612,No,Food,Occasionally,Weekly,Very often,4,Need-based,Guilty,Compare,Not at all,Debt,No,3,Yes,Time-consuming,Expense tracking,Food+Shopping,Minimalist,Maybe
35-44,Male,Professional,Tier1,Below 20000,8160,1410,Yes,Travel,Occasionally,Daily,Sometimes,0,Emotional,Dont notice,Instant,Moderate,Saving,Sometimes,4,Yes,Not useful,Expense tracking,Food+Entertainment,Balanced,Maybe
45+,Female,Professional,Tier1,50000-100000,39500,11233,No,Travel,Weekly,Daily,Very often,1,Discounts,Guilty,Instant,Not at all,Debt,Yes,2,No,None,Expense tracking,Subscriptions+Entertainment,Luxury,Yes
45+,Female,Self-employed,Tier2,50000-100000,32849,8912,No,Travel,Occasionally,Weekly,Sometimes,4,Need-based,Neutral,Instant,Moderate,Investing,No,5,No,Too manual,Expense tracking,Shopping+Travel,Luxury,Maybe
45+,Male,Professional,Tier2,100000+,110428,21649,Yes,Food,Never,Rarely,Rarely,2,Social,Guilty,Compare,Strongly,Managing expenses,Yes,1,Yes,None,Spending prediction,Shopping+Travel,Luxury,Maybe
18-24,Male,Homemaker,Tier3,Below 20000,35700,2387,Yes,Bills,Never,Weekly,Very often,2,Need-based,Guilty,Plan,Moderate,Managing expenses,Yes,3,No,None,Expense tracking,Food+Entertainment,Balanced,Yes
35-44,Male,Student,Tier2,50000-100000,67248,10360,No,Entertainment,Weekly,Weekly,Never,4,Need-based,Dont notice,Compare,Not at all,Managing expenses,No,1,Yes,Time-consuming,Spending prediction,Shopping+Travel,Balanced,Maybe
35-44,Female,Homemaker,Tier2,100000+,102443,13959,No,Bills,Weekly,Weekly,Sometimes,2,Need-based,Neutral,Instant,Not at all,Debt,Sometimes,4,Yes,Not useful,Saving suggestions,Food+Shopping,Luxury,Yes
35-44,Female,Student,Tier3,50000-100000,47155,11692,Yes,Food,Occasionally,Rarely,Very often,4,Emotional,Guilty,Instant,Not at all,Managing expenses,No,2,Yes,Not useful,Expense tracking,Shopping+Travel,Minimalist,Yes
35-44,Male,Student,Tier2,20000-50000,24315,5379,No,Food,Occasionally,Rarely,Rarely,3,Need-based,Guilty,Compare,Not at all,Saving,No,2,No,Too manual,Spending prediction,Food+Shopping,Balanced,Yes
45+,Male,Homemaker,Tier2,Below 20000,17450,2660,No,Shopping,Daily,Daily,Sometimes,1,Need-based,Neutral,Instant,Moderate,Managing expenses,Sometimes,5,No,Too manual,Budget alerts,Food+Entertainment,Minimalist,No
18-24,Male,Student,Tier3,Below 20000,8523,79,Yes,Shopping,Never,Weekly,Sometimes,2,Emotional,Neutral,Plan,Strongly,Managing expenses,Yes,1,No,Not useful,Spending prediction,Subscriptions+Entertainment,Luxury,Maybe
18-24,Male,Student,Tier1,100000+,76682,18440,No,Bills,Never,3-4/week,Sometimes,4,Emotional,Guilty,Plan,Strongly,Managing expenses,Yes,4,Yes,Not useful,Saving suggestions,Food+Entertainment,Minimalist,Yes
18-24,Female,Professional,Tier2,20000-50000,17792,6351,Yes,Travel,Occasionally,Rarely,Rarely,5,Emotional,Guilty,Compare,Moderate,Debt,Yes,3,No,Too manual,Budget alerts,Food+Entertainment,Minimalist,Maybe
45+,Male,Homemaker,Tier2,100000+,115380,28256,No,Bills,Occasionally,3-4/week,Never,4,Discounts,Guilty,Instant,Strongly,Managing expenses,No,3,No,Not useful,Expense tracking,Shopping+Travel,Minimalist,Maybe
45+,Female,Homemaker,Tier2,100000+,114022,36277,No,Travel,Never,Rarely,Never,2,Emotional,Neutral,Instant,Moderate,Investing,No,1,No,Time-consuming,Budget alerts,Shopping+Travel,Balanced,No
35-44,Male,Homemaker,Tier1,20000-50000,36836,3862,Yes,Travel,Never,3-4/week,Never,5,Emotional,Neutral,Compare,Not at all,Managing expenses,Sometimes,1,Yes,Not useful,Saving suggestions,Food+Entertainment,Minimalist,No
25-34,Male,Self-employed,Tier1,20000-50000,26647,2632,Yes,Travel,Never,Daily,Sometimes,2,Discounts,Dont notice,Instant,Moderate,Investing,Sometimes,4,No,Time-consuming,Expense tracking,Subscriptions+Entertainment,Balanced,Yes
18-24,Female,Professional,Tier2,Below 20000,14775,2522,Yes,Bills,Occasionally,Weekly,Very often,2,Discounts,Guilty,Plan,Moderate,Debt,Sometimes,2,Yes,None,Budget alerts,Food+Entertainment,Balanced,Maybe
45+,Female,Professional,Tier3,Below 20000,11469,2460,No,Travel,Weekly,Weekly,Rarely,0,Need-based,Dont notice,Compare,Moderate,Managing expenses,No,1,No,None,Expense tracking,Food+Shopping,Balanced,No
35-44,Male,Self-employed,Tier2,100000+,63029,26961,Yes,Shopping,Daily,Rarely,Never,0,Emotional,Dont notice,Plan,Moderate,Debt,Sometimes,4,Yes,Not useful,Saving suggestions,Subscriptions+Entertainment,Luxury,Yes
25-34,Male,Self-employed,Tier1,Below 20000,8405,2759,No,Food,Daily,Rarely,Very often,3,Need-based,Neutral,Instant,Moderate,Debt,Sometimes,3,Yes,Not useful,Spending prediction,Food+Entertainment,Luxury,Yes
45+,Female,Professional,Tier3,100000+,87938,13074,Yes,Food,Occasionally,Daily,Sometimes,4,Discounts,Dont notice,Compare,Moderate,Debt,Sometimes,3,No,Not useful,Expense tracking,Food+Shopping,Balanced,Yes
45+,Female,Homemaker,Tier2,Below 20000,8861,2015,No,Bills,Never,Weekly,Sometimes,5,Discounts,Dont notice,Compare,Strongly,Investing,Yes,2,No,Too manual,Spending prediction,Subscriptions+Entertainment,Luxury,Maybe
35-44,Male,Professional,Tier2,50000-100000,68706,8167,No,Bills,Never,3-4/week,Never,0,Need-based,Guilty,Instant,Strongly,Debt,Yes,3,Yes,Not useful,Expense tracking,Food+Entertainment,Balanced,No
45+,Male,Professional,Tier1,Below 20000,15029,210,Yes,Bills,Never,Rarely,Never,0,Social,Dont notice,Plan,Not at all,Investing,Sometimes,1,No,Time-consuming,Saving suggestions,Food+Shopping,Balanced,No
45+,Male,Homemaker,Tier3,Below 20000,8084,45,Yes,Bills,Never,3-4/week,Sometimes,5,Emotional,Dont notice,Instant,Strongly,Investing,Sometimes,2,No,Not useful,Expense tracking,Food+Shopping,Minimalist,Yes
18-24,Female,Student,Tier1,20000-50000,21230,7929,No,Food,Daily,3-4/week,Never,3,Emotional,Dont notice,Plan,Moderate,Managing expenses,Yes,2,No,Too manual,Saving suggestions,Food+Entertainment,Balanced,Maybe
25-34,Male,Student,Tier2,50000-100000,64994,7782,Yes,Food,Never,Weekly,Rarely,3,Emotional,Dont notice,Compare,Not at all,Saving,Yes,3,No,Too manual,Spending prediction,Subscriptions+Entertainment,Minimalist,Maybe
45+,Female,Student,Tier1,Below 20000,9467,2679,No,Entertainment,Weekly,Rarely,Very often,1,Social,Neutral,Compare,Not at all,Managing expenses,Sometimes,3,No,Not useful,Budget alerts,Subscriptions+Entertainment,Minimalist,Yes
35-44,Male,Professional,Tier1,50000-100000,64057,6595,No,Travel,Never,Daily,Very often,0,Discounts,Guilty,Plan,Not at all,Saving,Sometimes,2,No,None,Expense tracking,Subscriptions+Entertainment,Minimalist,Yes
18-24,Male,Student,Tier2,50000-100000,55764,10339,No,Bills,Never,Rarely,Never,5,Emotional,Dont notice,Compare,Strongly,Debt,No,5,No,Time-consuming,Budget alerts,Shopping+Travel,Luxury,Maybe
25-34,Female,Professional,Tier3,20000-50000,34507,8038,No,Travel,Never,Rarely,Sometimes,0,Social,Dont notice,Instant,Strongly,Managing expenses,No,4,Yes,Too manual,Spending prediction,Subscriptions+Entertainment,Luxury,Yes
18-24,Male,Student,Tier3,100000+,57269,13409,Yes,Bills,Weekly,Rarely,Rarely,4,Discounts,Guilty,Instant,Strongly,Saving,Yes,3,Yes,Time-consuming,Budget alerts,Food+Entertainment,Balanced,No
45+,Female,Professional,Tier3,Below 20000,32890,380,Yes,Entertainment,Never,Weekly,Never,3,Emotional,Dont notice,Instant,Not at all,Investing,Sometimes,1,Yes,Not useful,Saving suggestions,Food+Entertainment,Minimalist,Maybe
